left, 2, 1, 143.02, 298.55
left, 2, 2, 463.82, 184.13
left, 2, 3, 983.76, 214.71
left, 2, 4, 598.52, 238.36
left, 2, 5, 1114.14, 171.40
left, 2, 6, 137.92, 218.03
left, 2, 7, 171.55, 223.87
right, 2, 1, 455.95, 184.12
right, 2, 2, 110.27, 304.10
right, 2, 3, 944.56, 218.52
right, 2, 4, 103.39, 229.57
right, 2, 5, 1102.15, 170.77
right, 2, 6, 148.48, 226.65
left, 3, 1, 142.83, 298.86
left, 3, 2, 463.72, 184.69
left, 3, 3, 997.04, 217.16
left, 3, 4, 601.83, 235.45
left, 3, 5, 1096.96, 171.89
left, 3, 6, 145.71, 219.03
left, 3, 7, 184.56, 223.43
right, 3, 1, 455.99, 184.65
right, 3, 2, 110.48, 304.87
right, 3, 3, 955.00, 219.38
right, 3, 4, 109.67, 229.28
right, 3, 5, 1074.01, 172.77
right, 3, 6, 153.66, 225.04
left, 4, 1, 143.76, 299.38
left, 4, 2, 463.87, 186.47
left, 4, 3, 1016.38, 218.42
left, 4, 4, 604.14, 235.23
left, 4, 5, 1086.96, 172.26
left, 4, 6, 157.16, 223.43
left, 4, 7, 190.11, 225.48
right, 4, 1, 455.81, 186.56
right, 4, 2, 109.09, 305.35
right, 4, 3, 975.21, 216.54
right, 4, 4, 122.31, 229.13
right, 4, 5, 1059.75, 173.46
right, 4, 6, 157.42, 224.97
left, 5, 1, 143.88, 300.10
left, 5, 2, 463.85, 187.21
left, 5, 3, 1033.04, 217.69
left, 5, 4, 606.46, 235.02
left, 5, 5, 1076.97, 172.63
left, 5, 6, 163.93, 224.13
left, 5, 7, 195.12, 226.36
right, 5, 1, 455.64, 187.39
right, 5, 2, 110.38, 304.82
right, 5, 3, 992.30, 215.16
right, 5, 4, 128.87, 228.97
right, 5, 5, 1045.48, 174.15
right, 5, 6, 162.43, 225.36
left, 6, 1, 143.69, 300.11
left, 6, 2, 463.93, 187.29
left, 6, 3, 1048.35, 216.87
left, 6, 4, 608.77, 234.81
left, 6, 5, 1066.97, 173.00
left, 6, 6, 170.51, 225.60
left, 6, 7, 202.40, 226.90
right, 6, 1, 455.65, 187.46
right, 6, 2, 108.42, 304.69
right, 6, 3, 1009.32, 214.94
right, 6, 4, 135.42, 228.80
right, 6, 5, 1031.22, 174.84
right, 6, 6, 169.43, 225.17
left, 7, 1, 143.59, 300.04
left, 7, 2, 463.95, 187.35
left, 7, 3, 1058.22, 216.35
left, 7, 4, 611.09, 234.60
left, 7, 5, 1056.98, 173.37
left, 7, 6, 177.09, 227.08
left, 7, 7, 208.83, 227.74
right, 7, 1, 455.60, 187.55
right, 7, 2, 110.05, 305.13
right, 7, 3, 1017.69, 215.94
right, 7, 4, 149.84, 226.52
right, 7, 5, 1016.95, 175.53
right, 7, 6, 176.03, 225.43
left, 8, 1, 143.48, 299.89
left, 8, 2, 463.95, 187.30
left, 8, 3, 1071.11, 214.07
left, 8, 4, 613.40, 234.38
left, 8, 5, 1046.98, 173.74
left, 8, 6, 183.66, 228.55
left, 8, 7, 198.21, 227.22
right, 8, 1, 455.60, 187.48
right, 8, 2, 110.57, 305.25
right, 8, 3, 1029.81, 217.25
right, 8, 4, 155.52, 226.20
right, 8, 5, 1002.69, 176.22
right, 8, 6, 182.43, 225.39
left, 9, 1, 143.48, 299.66
left, 9, 2, 463.95, 187.22
left, 9, 3, 1088.33, 211.81
left, 9, 4, 615.72, 234.17
left, 9, 5, 1036.99, 174.11
left, 9, 6, 190.24, 230.03
left, 9, 7, 197.19, 225.90
right, 9, 1, 455.73, 187.35
right, 9, 2, 108.41, 305.45
right, 9, 3, 1046.24, 214.06
right, 9, 4, 162.50, 225.25
right, 9, 5, 988.42, 176.91
right, 9, 6, 190.30, 224.94
left, 10, 1, 143.28, 299.99
left, 10, 2, 463.95, 187.24
left, 10, 3, 1106.61, 211.65
left, 10, 4, 618.03, 233.96
left, 10, 5, 1026.99, 174.48
left, 10, 6, 196.82, 231.50
left, 10, 7, 201.73, 226.99
left, 10, 10, 231.87, 224.13
right, 10, 1, 455.59, 187.43
right, 10, 2, 107.44, 305.82
right, 10, 3, 1063.59, 214.10
right, 10, 4, 167.14, 225.97
right, 10, 5, 974.16, 177.60
right, 10, 6, 199.20, 223.78
left, 11, 1, 143.39, 299.84
left, 11, 2, 463.94, 187.18
left, 11, 3, 1119.71, 211.15
left, 11, 4, 620.35, 233.75
left, 11, 5, 1017.00, 174.85
left, 11, 6, 203.40, 232.97
left, 11, 7, 206.81, 228.15
left, 11, 10, 241.66, 224.00
right, 11, 1, 455.64, 187.32
right, 11, 2, 107.13, 305.45
right, 11, 3, 1077.95, 213.43
right, 11, 4, 175.70, 227.14
right, 11, 5, 959.89, 178.29
right, 11, 6, 209.00, 223.28
left, 12, 1, 143.21, 299.36
left, 12, 2, 463.95, 187.15
left, 12, 3, 1131.12, 212.70
left, 12, 4, 622.66, 233.54
left, 12, 5, 1007.00, 175.21
left, 12, 6, 209.97, 234.45
left, 12, 7, 212.64, 227.72
left, 12, 10, 246.72, 223.23
right, 12, 1, 455.70, 187.27
right, 12, 2, 106.93, 304.95
right, 12, 3, 1089.22, 211.16
right, 12, 4, 181.65, 227.56
right, 12, 5, 945.62, 178.98
right, 12, 6, 215.40, 223.06
left, 13, 1, 143.32, 299.35
left, 13, 2, 463.95, 187.18
left, 13, 3, 1147.99, 208.59
left, 13, 4, 624.98, 233.32
left, 13, 5, 997.01, 175.58
left, 13, 6, 216.55, 235.92
left, 13, 7, 219.18, 226.85
left, 13, 10, 254.39, 224.37
left, 13, 12, 922.28, 179.70
right, 13, 1, 455.63, 187.30
right, 13, 2, 108.80, 304.82
right, 13, 3, 1104.67, 209.19
right, 13, 4, 188.22, 226.01
right, 13, 5, 931.36, 179.67
right, 13, 6, 222.04, 223.79
right, 13, 11, 904.39, 179.09
left, 14, 1, 143.26, 299.49
left, 14, 2, 463.94, 187.15
left, 14, 3, 1165.70, 206.21
left, 14, 4, 627.29, 233.11
left, 14, 5, 987.01, 175.95
left, 14, 6, 223.13, 237.39
left, 14, 7, 226.83, 227.63
left, 14, 10, 260.95, 224.38
left, 14, 12, 911.47, 179.65
right, 14, 1, 455.69, 187.28
right, 14, 2, 109.64, 304.67
right, 14, 3, 1120.40, 208.87
right, 14, 4, 194.36, 227.13
right, 14, 5, 917.09, 180.36
right, 14, 6, 227.87, 224.65
right, 14, 11, 887.93, 179.91
left, 15, 1, 142.74, 299.40
left, 15, 2, 463.93, 187.13
left, 15, 3, 1178.81, 207.52
left, 15, 4, 629.61, 232.90
left, 15, 5, 977.02, 176.32
left, 15, 6, 229.70, 238.87
left, 15, 7, 234.09, 228.12
left, 15, 10, 267.98, 225.65
left, 15, 12, 901.16, 180.52
right, 15, 1, 455.69, 187.24
right, 15, 2, 110.00, 304.67
right, 15, 3, 1141.12, 207.67
right, 15, 4, 202.98, 227.50
right, 15, 5, 902.83, 181.05
right, 15, 6, 236.23, 226.08
right, 15, 11, 869.71, 179.96
left, 16, 1, 143.00, 299.29
left, 16, 2, 463.93, 187.12
left, 16, 3, 1186.94, 209.71
left, 16, 4, 631.92, 232.69
left, 16, 5, 967.02, 176.69
left, 16, 6, 236.28, 240.34
left, 16, 7, 240.54, 227.31
left, 16, 10, 275.45, 225.21
left, 16, 12, 892.89, 181.08
right, 16, 1, 455.67, 187.25
right, 16, 2, 110.02, 304.69
right, 16, 3, 1152.93, 206.34
right, 16, 4, 208.22, 226.91
right, 16, 5, 888.56, 181.74
right, 16, 6, 243.75, 225.83
right, 16, 11, 853.27, 179.56
left, 17, 1, 143.21, 299.27
left, 17, 2, 463.93, 187.12
left, 17, 3, 1199.54, 206.61
left, 17, 4, 634.24, 232.47
left, 17, 5, 957.03, 177.06
left, 17, 6, 242.86, 241.81
left, 17, 7, 248.48, 225.50
left, 17, 10, 284.95, 224.07
left, 17, 12, 885.02, 181.44
right, 17, 1, 455.68, 187.26
right, 17, 2, 110.19, 304.62
right, 17, 3, 1164.71, 207.47
right, 17, 4, 214.51, 224.63
right, 17, 5, 874.30, 182.43
right, 17, 6, 251.69, 223.10
right, 17, 11, 838.07, 179.46
left, 18, 1, 143.33, 299.18
left, 18, 2, 463.93, 187.11
left, 18, 3, 1212.96, 205.88
left, 18, 4, 636.55, 232.26
left, 18, 5, 947.03, 177.43
left, 18, 6, 249.44, 243.29
left, 18, 7, 255.58, 225.38
left, 18, 10, 292.77, 225.01
left, 18, 12, 877.16, 181.81
right, 18, 1, 455.67, 187.24
right, 18, 2, 110.37, 304.82
right, 18, 3, 1180.88, 204.25
right, 18, 4, 221.58, 225.42
right, 18, 5, 860.03, 183.11
right, 18, 6, 259.03, 222.46
right, 18, 11, 828.75, 179.26
left, 19, 1, 143.44, 299.03
left, 19, 2, 463.93, 187.08
left, 19, 3, 1226.38, 205.15
left, 19, 4, 638.87, 232.05
left, 19, 5, 937.04, 177.80
left, 19, 6, 256.01, 244.76
left, 19, 7, 264.71, 225.83
left, 19, 10, 299.55, 225.62
left, 19, 12, 869.30, 182.18
right, 19, 1, 455.70, 187.21
right, 19, 2, 110.45, 304.82
right, 19, 3, 1197.12, 204.19
right, 19, 4, 232.13, 224.05
right, 19, 5, 845.77, 183.80
right, 19, 6, 266.57, 222.26
right, 19, 11, 819.48, 181.09
left, 20, 1, 143.39, 299.25
left, 20, 2, 463.92, 187.07
left, 20, 3, 1239.80, 204.42
left, 20, 4, 641.19, 231.84
left, 20, 5, 927.04, 178.17
left, 20, 6, 262.59, 246.23
left, 20, 7, 271.64, 226.44
left, 20, 10, 307.25, 223.57
left, 20, 12, 861.43, 182.55
right, 20, 1, 455.69, 187.25
right, 20, 2, 110.59, 304.81
right, 20, 3, 1211.62, 203.31
right, 20, 4, 237.74, 225.56
right, 20, 5, 831.50, 184.49
right, 20, 6, 273.40, 221.87
right, 20, 11, 807.50, 181.36
left, 21, 1, 143.47, 299.06
left, 21, 2, 463.94, 187.07
left, 21, 3, 1253.22, 203.70
left, 21, 4, 643.50, 231.63
left, 21, 5, 917.05, 178.54
left, 21, 6, 269.17, 247.71
left, 21, 7, 278.71, 226.42
left, 21, 10, 317.19, 223.47
left, 21, 12, 853.57, 182.92
right, 21, 1, 455.70, 187.23
right, 21, 2, 110.55, 304.57
right, 21, 3, 1226.12, 202.43
right, 21, 4, 246.28, 225.08
right, 21, 5, 817.24, 185.18
right, 21, 6, 284.15, 221.62
right, 21, 11, 795.51, 181.63
left, 22, 1, 143.63, 298.95
left, 22, 2, 463.94, 187.06
left, 22, 3, 1266.64, 202.97
left, 22, 4, 645.82, 231.41
left, 22, 5, 907.05, 178.91
left, 22, 6, 275.74, 249.18
left, 22, 7, 286.64, 225.50
left, 22, 10, 325.72, 222.47
left, 22, 12, 845.71, 183.29
right, 22, 1, 455.72, 187.19
right, 22, 2, 110.42, 304.55
right, 22, 3, 1240.61, 201.54
right, 22, 4, 253.58, 224.94
right, 22, 5, 802.97, 185.87
right, 22, 6, 293.97, 222.41
right, 22, 11, 783.53, 181.90
right, 22, 12, 821.65, 230.43
left, 23, 1, 143.61, 298.93
left, 23, 2, 463.96, 187.07
left, 23, 3, 1280.06, 202.24
left, 23, 4, 648.13, 231.20
left, 23, 5, 897.06, 179.28
left, 23, 6, 282.32, 250.65
left, 23, 7, 294.97, 224.35
left, 23, 10, 332.30, 222.32
left, 23, 12, 837.84, 183.65
right, 23, 1, 455.67, 187.22
right, 23, 2, 110.37, 304.55
right, 23, 3, 1255.11, 200.66
right, 23, 4, 261.54, 220.74
right, 23, 5, 788.71, 186.56
right, 23, 6, 300.44, 223.83
right, 23, 11, 771.54, 182.16
right, 23, 12, 835.44, 233.09
left, 24, 1, 143.42, 298.85
left, 24, 2, 463.97, 187.05
left, 24, 3, 1293.49, 201.51
left, 24, 4, 898.40, 229.15
left, 24, 5, 887.07, 179.65
left, 24, 6, 288.90, 252.13
left, 24, 7, 303.06, 226.33
left, 24, 10, 340.68, 223.20
left, 24, 12, 829.98, 184.02
right, 24, 1, 455.71, 187.19
right, 24, 2, 110.30, 304.61
right, 24, 3, 1269.61, 199.78
right, 24, 4, 269.02, 225.33
right, 24, 5, 774.44, 187.25
right, 24, 6, 308.08, 223.85
right, 24, 11, 759.56, 182.43
right, 24, 12, 847.54, 233.83
left, 25, 1, 143.61, 298.83
left, 25, 2, 463.97, 187.05
left, 25, 3, 1306.91, 200.79
left, 25, 4, 908.05, 229.32
left, 25, 5, 877.07, 180.02
left, 25, 6, 295.48, 253.60
left, 25, 7, 310.60, 229.62
left, 25, 10, 347.06, 224.59
left, 25, 12, 822.12, 184.39
right, 25, 1, 455.71, 187.20
right, 25, 2, 110.36, 304.51
right, 25, 3, 1284.10, 198.90
right, 25, 4, 277.71, 228.15
right, 25, 5, 760.18, 187.94
right, 25, 6, 315.73, 224.34
right, 25, 11, 747.57, 182.70
right, 25, 12, 855.27, 231.66
right, 25, 13, 820.53, 231.12
left, 26, 1, 143.85, 298.73
left, 26, 2, 463.96, 187.06
left, 26, 3, 1320.33, 200.06
left, 26, 4, 920.39, 225.71
left, 26, 5, 867.08, 180.39
left, 26, 6, 302.05, 255.07
left, 26, 7, 320.68, 226.84
left, 26, 10, 357.16, 223.74
left, 26, 12, 814.25, 184.76
right, 26, 1, 455.69, 187.20
right, 26, 2, 110.33, 304.57
right, 26, 3, 1298.60, 198.02
right, 26, 4, 284.97, 226.29
right, 26, 5, 745.91, 188.63
right, 26, 6, 324.85, 223.78
right, 26, 11, 735.59, 182.96
right, 26, 12, 870.90, 227.99
right, 26, 13, 833.84, 229.95
left, 27, 1, 143.82, 298.66
left, 27, 2, 463.97, 187.07
left, 27, 3, 1333.75, 199.33
left, 27, 4, 934.54, 226.19
left, 27, 5, 857.08, 180.75
left, 27, 6, 308.63, 256.55
left, 27, 7, 328.07, 219.52
left, 27, 10, 366.54, 224.10
left, 27, 12, 806.39, 185.13
right, 27, 1, 455.69, 187.19
right, 27, 2, 110.31, 304.52
right, 27, 3, 1313.10, 197.13
right, 27, 4, 293.69, 223.39
right, 27, 5, 731.65, 189.32
right, 27, 6, 333.31, 222.71
right, 27, 11, 723.60, 183.23
right, 27, 12, 883.75, 228.36
right, 27, 13, 845.87, 230.14
left, 28, 1, 143.78, 298.80
left, 28, 2, 463.97, 187.08
left, 28, 3, 1347.17, 198.60
left, 28, 4, 952.99, 227.62
left, 28, 5, 847.09, 181.12
left, 28, 6, 315.21, 258.02
left, 28, 7, 337.00, 226.42
left, 28, 10, 375.10, 223.57
left, 28, 12, 798.53, 185.50
left, 28, 15, 895.40, 231.30
right, 28, 1, 455.68, 187.19
right, 28, 2, 110.21, 304.48
right, 28, 3, 1327.59, 196.25
right, 28, 4, 302.10, 229.86
right, 28, 5, 717.38, 190.01
right, 28, 6, 341.82, 224.34
right, 28, 11, 711.62, 183.50
right, 28, 12, 901.85, 226.87
right, 28, 13, 853.60, 230.94
left, 29, 1, 143.62, 298.78
left, 29, 2, 463.97, 187.08
left, 29, 3, 1360.59, 197.88
left, 29, 4, 964.29, 226.79
left, 29, 5, 837.09, 181.49
left, 29, 6, 321.79, 259.49
left, 29, 7, 346.65, 227.07
left, 29, 10, 383.15, 223.39
left, 29, 12, 790.66, 185.86
left, 29, 15, 904.11, 234.60
right, 29, 1, 455.73, 187.18
